@relation 'mxmh_survey_results-weka.filters.unsupervised.attribute.Remove-R1,33-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C33-Llast-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C32-Llast-weka.filters.unsupervised.attribute.Remove-R32,33-weka.filters.unsupervised.attribute.Discretize-O-B10-M-1.0-Rfirst-last-precision6'

@attribute Age {'\'(-inf-14.8]\'','\'(14.8-19.6]\'','\'(19.6-24.4]\'','\'(24.4-29.2]\'','\'(29.2-34]\'','\'(34-38.8]\'','\'(38.8-43.6]\'','\'(43.6-48.4]\'','\'(48.4-53.2]\'','\'(53.2-inf)\''}
@attribute 'Primary streaming service' {Spotify,Pandora,'YouTube Music','I do not use a streaming service.','Apple Music','Other streaming service'}
@attribute 'Hours per day' {'\'(-inf-1.4]\'','\'(1.4-2.8]\'','\'(2.8-4.2]\'','\'(4.2-5.6]\'','\'(5.6-7]\'','\'(7-8.4]\'','\'(8.4-inf)\''}
@attribute 'While working' {Yes,No}
@attribute Instrumentalist {Yes,No}
@attribute Composer {Yes,No}
@attribute 'Fav genre' {Latin,Rock,'Video game music',Jazz,R&B,'K pop',Country,EDM,'Hip hop',Pop,Rap,Classical,Metal,Folk,Lofi,Gospel}
@attribute Exploratory {Yes,No}
@attribute 'Foreign languages' {Yes,No}
@attribute BPM {'\'(-inf-22]\'','\'(22-44]\'','\'(44-66]\'','\'(66-88]\'','\'(88-110]\'','\'(110-132]\'','\'(132-154]\'','\'(154-inf)\''}
@attribute 'Frequency [Classical]' {Rarely,Sometimes,Never,'Very frequently'}
@attribute 'Frequency [Country]' {Never,Sometimes,'Very frequently',Rarely}
@attribute 'Frequency [EDM]' {Rarely,Never,'Very frequently',Sometimes}
@attribute 'Frequency [Folk]' {Never,Rarely,Sometimes,'Very frequently'}
@attribute 'Frequency [Gospel]' {Never,Sometimes,Rarely,'Very frequently'}
@attribute 'Frequency [Hip hop]' {Sometimes,Rarely,Never,'Very frequently'}
@attribute 'Frequency [Jazz]' {Never,'Very frequently',Rarely,Sometimes}
@attribute 'Frequency [K pop]' {'Very frequently',Rarely,Sometimes,Never}
@attribute 'Frequency [Latin]' {'Very frequently',Sometimes,Never,Rarely}
@attribute 'Frequency [Lofi]' {Rarely,Sometimes,'Very frequently',Never}
@attribute 'Frequency [Metal]' {Never,Sometimes,Rarely,'Very frequently'}
@attribute 'Frequency [Pop]' {'Very frequently',Sometimes,Rarely,Never}
@attribute 'Frequency [R&B]' {Sometimes,Never,'Very frequently',Rarely}
@attribute 'Frequency [Rap]' {'Very frequently',Rarely,Never,Sometimes}
@attribute 'Frequency [Rock]' {Never,'Very frequently',Rarely,Sometimes}
@attribute 'Frequency [Video game music]' {Sometimes,Rarely,'Very frequently',Never}
@attribute Anxiety {'\'(-inf-1]\'','\'(1-2]\'','\'(2-3]\'','\'(3-4]\'','\'(4-5]\'','\'(5-6]\'','\'(6-inf)\''}
@attribute Depression {'\'(-inf-1]\'','\'(1-2]\'','\'(2-3]\'','\'(3-4]\'','\'(4-5]\'','\'(5-6]\'','\'(6-inf)\''}
@attribute Insomnia {'\'(-inf-1]\'','\'(1-2]\'','\'(2-3]\'','\'(3-4]\'','\'(4-5]\'','\'(5-6]\'','\'(6-7]\'','\'(7-8]\'','\'(8-9]\'','\'(9-inf)\''}
@attribute OCD {'\'(-inf-1]\'','\'(1-2]\'','\'(2-3]\'','\'(3-4]\'','\'(4-5]\'','\'(5-6]\'','\'(6-7]\'','\'(7-8]\'','\'(8-9]\'','\'(9-inf)\''}
@attribute 'Music effects' {'No effect',Improve,Worsen}

@data
'\'(29.2-34]\'','Other streaming service','\'(-inf-1.4]\'',No,No,No,Country,No,No,'\'(110-132]\'',Never,'Very frequently',Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,'Very frequently',Rarely,Sometimes,Sometimes,Rarely,'\'(6-inf)\'','\'(6-inf)\'','\'(1-2]\'','\'(-inf-1]\'',Improve
'\'(38.8-43.6]\'','Apple Music','\'(1.4-2.8]\'',Yes,No,No,Metal,Yes,Yes,'\'(110-132]\'',Sometimes,Never,Sometimes,Rarely,Never,Rarely,Rarely,Never,Never,Rarely,'Very frequently',Rarely,Rarely,Rarely,'Very frequently',Never,'\'(2-3]\'','\'(5-6]\'','\'(1-2]\'','\'(-inf-1]\'','No effect'
'\'(-inf-14.8]\'',Spotify,'\'(1.4-2.8]\'',Yes,Yes,No,Rock,Yes,Yes,'\'(132-154]\'',Rarely,Never,Never,Sometimes,Never,Sometimes,Rarely,Never,Never,Never,Sometimes,'Very frequently',Rarely,Sometimes,'Very frequently',Rarely,'\'(6-inf)\'','\'(4-5]\'','\'(1-2]\'','\'(5-6]\'',Improve
'\'(24.4-29.2]\'','YouTube Music','\'(5.6-7]\'',Yes,No,No,Rock,Yes,No,'\'(88-110]\'',Sometimes,Never,Never,Rarely,Never,Rarely,Sometimes,Never,Never,Never,Rarely,Sometimes,Never,Rarely,'Very frequently',Never,'\'(2-3]\'','\'(1-2]\'','\'(-inf-1]\'','\'(-inf-1]\'','No effect'
'\'(34-38.8]\'',Spotify,'\'(2.8-4.2]\'',Yes,Yes,Yes,Country,Yes,Yes,'\'(88-110]\'',Rarely,'Very frequently',Rarely,Sometimes,Rarely,'Very frequently',Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,'Very frequently',Never,'\'(6-inf)\'','\'(6-inf)\'','\'(4-5]\'','\'(-inf-1]\'',Improve
'\'(29.2-34]\'','Other streaming service','\'(-inf-1.4]\'',No,No,No,Rock,No,No,'\'(110-132]\'',Never,Never,Never,Never,Never,Sometimes,Never,Never,Rarely,Never,Never,Sometimes,Rarely,Rarely,'Very frequently',Never,'\'(2-3]\'','\'(6-inf)\'','\'(3-4]\'','\'(-inf-1]\'','No effect'
'\'(29.2-34]\'',Spotify,'\'(5.6-7]\'',Yes,No,No,Folk,Yes,Yes,'\'(88-110]\'',Sometimes,Rarely,Never,'Very frequently',Rarely,Never,Rarely,Never,Never,Sometimes,Sometimes,Rarely,Never,Never,'Very frequently',Never,'\'(6-inf)\'','\'(-inf-1]\'','\'(4-5]\'','\'(-inf-1]\'','No effect'
'\'(29.2-34]\'',Spotify,'\'(1.4-2.8]\'',No,Yes,No,Metal,Yes,Yes,'\'(88-110]\'',Sometimes,Sometimes,Sometimes,Rarely,Never,Rarely,Never,Never,Never,Rarely,'Very frequently','Very frequently',Rarely,Sometimes,'Very frequently',Sometimes,'\'(6-inf)\'','\'(5-6]\'','\'(5-6]\'','\'(4-5]\'',Improve
'\'(24.4-29.2]\'',Spotify,'\'(4.2-5.6]\'',Yes,No,Yes,Folk,Yes,Yes,'\'(132-154]\'',Rarely,Never,Sometimes,'Very frequently',Sometimes,Rarely,Rarely,Sometimes,Sometimes,'Very frequently',Sometimes,'Very frequently',Sometimes,Never,'Very frequently','Very frequently','\'(-inf-1]\'','\'(6-inf)\'','\'(3-4]\'','\'(-inf-1]\'',Improve
'\'(48.4-53.2]\'','I do not use a streaming service.','\'(1.4-2.8]\'',No,No,No,Pop,Yes,Yes,'\'(88-110]\'',Rarely,Never,'Very frequently',Sometimes,Never,Sometimes,Never,Rarely,Sometimes,Never,Never,'Very frequently',Rarely,Sometimes,Sometimes,Never,'\'(1-2]\'','\'(1-2]\'','\'(1-2]\'','\'(-inf-1]\'','No effect'
'\'(19.6-24.4]\'',Spotify,'\'(4.2-5.6]\'',Yes,Yes,Yes,Metal,Yes,Yes,'\'(110-132]\'',Sometimes,Rarely,Never,Rarely,Never,Never,Rarely,Never,Never,Never,'Very frequently',Rarely,Never,Never,'Very frequently',Never,'\'(5-6]\'','\'(6-inf)\'','\'(1-2]\'','\'(-inf-1]\'',Improve
'\'(24.4-29.2]\'',Spotify,'\'(1.4-2.8]\'',Yes,No,Yes,EDM,Yes,No,'\'(110-132]\'',Rarely,Rarely,'Very frequently',Rarely,Never,Sometimes,Sometimes,Sometimes,Never,Rarely,'Very frequently','Very frequently',Rarely,Sometimes,'Very frequently',Rarely,'\'(5-6]\'','\'(3-4]\'','\'(-inf-1]\'','\'(-inf-1]\'',Improve
'\'(14.8-19.6]\'','Apple Music','\'(2.8-4.2]\'',Yes,Yes,No,'K pop',Yes,Yes,'\'(132-154]\'','Very frequently',Rarely,Rarely,Sometimes,Rarely,'Very frequently',Sometimes,'Very frequently',Sometimes,'Very frequently','Very frequently','Very frequently',Sometimes,Rarely,Sometimes,Rarely,'\'(6-inf)\'','\'(6-inf)\'','\'(3-4]\'','\'(-inf-1]\'',Improve
'\'(14.8-19.6]\'',Spotify,'\'(1.4-2.8]\'',Yes,Yes,Yes,Rock,Yes,No,'\'(110-132]\'',Never,Never,Rarely,Rarely,Never,Rarely,Never,Never,Never,Rarely,Never,Rarely,Never,Rarely,'Very frequently',Never,'\'(5-6]\'','\'(6-inf)\'','\'(3-4]\'','\'(2-3]\'',Improve
'\'(24.4-29.2]\'',Spotify,'\'(4.2-5.6]\'',Yes,Yes,Yes,Classical,Yes,Yes,'\'(110-132]\'','Very frequently',Never,Never,Rarely,Never,Never,Rarely,Never,Never,Never,Rarely,Sometimes,Rarely,Never,Sometimes,Never,'\'(6-inf)\'','\'(1-2]\'','\'(1-2]\'','\'(-inf-1]\'',Improve
'\'(29.2-34]\'','YouTube Music','\'(5.6-7]\'',Yes,No,No,EDM,Yes,Yes,'\'(132-154]\'',Rarely,Rarely,'Very frequently',Rarely,Never,Sometimes,Never,Never,Never,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,'\'(6-inf)\'','\'(5-6]\'','\'(4-5]\'','\'(5-6]\'','No effect'
'\'(29.2-34]\'',Spotify,'\'(-inf-1.4]\'',No,No,No,Rock,No,Yes,'\'(110-132]\'',Sometimes,Rarely,Never,Never,Never,Rarely,Never,Never,Sometimes,Never,Sometimes,Rarely,Rarely,Rarely,'Very frequently',Sometimes,'\'(2-3]\'','\'(6-inf)\'','\'(-inf-1]\'','\'(-inf-1]\'',Worsen
'\'(34-38.8]\'',Spotify,'\'(5.6-7]\'',Yes,Yes,No,Pop,Yes,Yes,'\'(88-110]\'','Very frequently',Sometimes,Sometimes,Sometimes,Sometimes,'Very frequently','Very frequently',Rarely,Sometimes,Sometimes,Rarely,'Very frequently','Very frequently','Very frequently',Sometimes,Never,'\'(6-inf)\'','\'(3-4]\'','\'(8-9]\'','\'(6-7]\'',Improve
'\'(14.8-19.6]\'',Spotify,'\'(2.8-4.2]\'',No,Yes,No,Classical,Yes,Yes,'\'(132-154]\'','Very frequently',Never,Never,Never,Never,'Very frequently','Very frequently',Rarely,'Very frequently',Sometimes,Sometimes,Rarely,Sometimes,Rarely,Never,Rarely,'\'(6-inf)\'','\'(6-inf)\'','\'(1-2]\'','\'(7-8]\'',Worsen
'\'(24.4-29.2]\'','Apple Music','\'(1.4-2.8]\'',No,No,No,EDM,No,Yes,'\'(154-inf)\'',Never,Sometimes,'Very frequently',Rarely,Never,Never,Never,Never,Never,Never,Rarely,Sometimes,Never,Never,'Very frequently',Rarely,'\'(6-inf)\'','\'(2-3]\'','\'(-inf-1]\'','\'(3-4]\'',Improve
'\'(19.6-24.4]\'',Spotify,'\'(1.4-2.8]\'',No,Yes,Yes,Metal,No,Yes,'\'(154-inf)\'',Rarely,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,'Very frequently',Never,Never,Rarely,Sometimes,Rarely,'\'(-inf-1]\'','\'(-inf-1]\'','\'(-inf-1]\'','\'(-inf-1]\'','No effect'
'\'(14.8-19.6]\'',Spotify,'\'(1.4-2.8]\'',Yes,No,No,EDM,No,No,'\'(154-inf)\'',Never,Never,'Very frequently',Never,Never,Sometimes,Never,Never,Never,Never,Never,Rarely,Rarely,Sometimes,Never,Rarely,'\'(6-inf)\'','\'(5-6]\'','\'(-inf-1]\'','\'(6-7]\'','No effect'
'\'(14.8-19.6]\'',Spotify,'\'(2.8-4.2]\'',Yes,No,Yes,Lofi,Yes,No,'\'(66-88]\'',Rarely,Rarely,'Very frequently',Rarely,Never,Rarely,Rarely,Never,Never,'Very frequently',Rarely,Sometimes,Never,Rarely,Rarely,'Very frequently','\'(6-inf)\'','\'(-inf-1]\'','\'(2-3]\'','\'(4-5]\'',Improve
'\'(19.6-24.4]\'',Spotify,'\'(1.4-2.8]\'',Yes,Yes,No,EDM,No,Yes,'\'(154-inf)\'',Sometimes,Never,'Very frequently',Never,Never,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Never,Never,Sometimes,Sometimes,'\'(6-inf)\'','\'(6-inf)\'','\'(4-5]\'','\'(6-7]\'',Improve
'\'(19.6-24.4]\'','Other streaming service','\'(5.6-7]\'',Yes,No,No,Rap,Yes,Yes,'\'(66-88]\'',Never,Never,Sometimes,Sometimes,Never,Rarely,Never,Sometimes,Sometimes,Never,Never,'Very frequently','Very frequently',Sometimes,Rarely,Never,'\'(2-3]\'','\'(-inf-1]\'','\'(1-2]\'','\'(6-7]\'',Improve
'\'(19.6-24.4]\'',Spotify,'\'(2.8-4.2]\'',Yes,No,No,'Hip hop',Yes,Yes,'\'(66-88]\'',Rarely,Never,Sometimes,Rarely,Never,'Very frequently',Rarely,Never,Sometimes,Rarely,Sometimes,'Very frequently',Sometimes,'Very frequently',Sometimes,Rarely,'\'(5-6]\'','\'(5-6]\'','\'(7-8]\'','\'(-inf-1]\'',Improve
'\'(14.8-19.6]\'','I do not use a streaming service.','\'(4.2-5.6]\'',Yes,No,No,Rock,Yes,Yes,'\'(110-132]\'',Rarely,Never,'Very frequently',Rarely,Never,Never,Never,Never,Never,Sometimes,Rarely,'Very frequently',Never,Never,'Very frequently',Sometimes,'\'(6-inf)\'','\'(5-6]\'','\'(-inf-1]\'','\'(3-4]\'',Improve
'\'(14.8-19.6]\'','I do not use a streaming service.','\'(-inf-1.4]\'',Yes,Yes,No,'Video game music',No,Yes,'\'(132-154]\'',Rarely,Sometimes,Sometimes,Never,Never,Never,Rarely,Never,Never,Never,Rarely,Sometimes,Rarely,Rarely,Sometimes,'Very frequently','\'(5-6]\'','\'(2-3]\'','\'(-inf-1]\'','\'(-inf-1]\'',Improve
'\'(19.6-24.4]\'','YouTube Music','\'(-inf-1.4]\'',Yes,No,No,'Video game music',Yes,Yes,'\'(66-88]\'',Rarely,Never,Rarely,Sometimes,Never,Rarely,Never,Never,Never,Sometimes,Never,Rarely,Never,Never,Rarely,'Very frequently','\'(2-3]\'','\'(2-3]\'','\'(-inf-1]\'','\'(6-7]\'','No effect'
'\'(19.6-24.4]\'',Spotify,'\'(8.4-inf)\'',Yes,No,No,Metal,Yes,Yes,'\'(88-110]\'',Never,Rarely,Rarely,Never,Never,'Very frequently',Never,Rarely,Never,Never,'Very frequently',Sometimes,Sometimes,'Very frequently','Very frequently',Sometimes,'\'(6-inf)\'','\'(6-inf)\'','\'(1-2]\'','\'(1-2]\'','No effect'
'\'(14.8-19.6]\'',Spotify,'\'(1.4-2.8]\'',Yes,No,No,Pop,No,Yes,'\'(110-132]\'',Rarely,Never,Sometimes,Rarely,Never,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Never,'Very frequently','Very frequently',Sometimes,'Very frequently','Very frequently','\'(6-inf)\'','\'(4-5]\'','\'(-inf-1]\'','\'(1-2]\'','No effect'
'\'(29.2-34]\'','Apple Music','\'(-inf-1.4]\'',No,No,No,Classical,Yes,No,'\'(110-132]\'','Very frequently',Never,Sometimes,Rarely,Never,Never,Rarely,Never,Never,Never,Sometimes,Rarely,Never,Never,'Very frequently',Rarely,'\'(2-3]\'','\'(-inf-1]\'','\'(3-4]\'','\'(3-4]\'','No effect'
'\'(29.2-34]\'','YouTube Music','\'(-inf-1.4]\'',No,No,No,Rock,No,Yes,'\'(132-154]\'',Rarely,Never,Never,Sometimes,Never,Rarely,Never,Never,Rarely,Never,Never,Rarely,Never,Sometimes,'Very frequently',Never,'\'(6-inf)\'','\'(6-inf)\'','\'(5-6]\'','\'(3-4]\'',Improve
'\'(14.8-19.6]\'','I do not use a streaming service.','\'(1.4-2.8]\'',Yes,Yes,No,Metal,Yes,Yes,'\'(132-154]\'',Sometimes,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,'Very frequently',Rarely,Never,Rarely,'Very frequently',Sometimes,'\'(4-5]\'','\'(6-inf)\'','\'(6-7]\'','\'(1-2]\'',Improve
'\'(19.6-24.4]\'',Spotify,'\'(2.8-4.2]\'',Yes,No,No,Country,Yes,No,'\'(88-110]\'',Rarely,'Very frequently',Never,Sometimes,Rarely,Rarely,Never,Never,Never,Never,Rarely,Sometimes,Never,Never,'Very frequently',Sometimes,'\'(-inf-1]\'','\'(6-inf)\'','\'(-inf-1]\'','\'(4-5]\'',Improve
'\'(19.6-24.4]\'',Spotify,'\'(2.8-4.2]\'',No,No,No,Country,Yes,Yes,'\'(110-132]\'',Rarely,'Very frequently',Rarely,Sometimes,Never,Sometimes,Rarely,Sometimes,Never,Never,Never,'Very frequently','Very frequently',Rarely,Sometimes,Never,'\'(6-inf)\'','\'(3-4]\'','\'(2-3]\'','\'(3-4]\'',Improve
'\'(14.8-19.6]\'',Spotify,'\'(1.4-2.8]\'',Yes,No,No,Country,Yes,No,'\'(110-132]\'',Rarely,'Very frequently',Rarely,Sometimes,Rarely,Never,Never,Never,Rarely,Rarely,Sometimes,Rarely,Never,Never,Sometimes,Never,'\'(6-inf)\'','\'(1-2]\'','\'(-inf-1]\'','\'(6-7]\'','No effect'
'\'(24.4-29.2]\'','I do not use a streaming service.','\'(-inf-1.4]\'',No,No,No,Pop,No,Yes,'\'(110-132]\'',Rarely,Never,Never,Rarely,Never,Rarely,Rarely,Never,Never,Rarely,Rarely,'Very frequently',Rarely,Rarely,'Very frequently','Very frequently','\'(6-inf)\'','\'(6-inf)\'','\'(5-6]\'','\'(8-9]\'','No effect'
'\'(29.2-34]\'',Spotify,'\'(7-8.4]\'',Yes,Yes,No,Classical,Yes,Yes,'\'(110-132]\'','Very frequently',Never,Rarely,Rarely,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Rarely,Rarely,'\'(4-5]\'','\'(6-inf)\'','\'(4-5]\'','\'(3-4]\'',Improve
'\'(19.6-24.4]\'',Spotify,'\'(-inf-1.4]\'',Yes,Yes,No,Pop,Yes,Yes,'\'(66-88]\'','Very frequently',Rarely,Rarely,Sometimes,Never,Rarely,Never,Sometimes,Never,Rarely,'Very frequently','Very frequently',Sometimes,'Very frequently',Sometimes,'Very frequently','\'(4-5]\'','\'(-inf-1]\'','\'(-inf-1]\'','\'(-inf-1]\'',Improve
'\'(29.2-34]\'','YouTube Music','\'(-inf-1.4]\'',No,No,Yes,Folk,Yes,Yes,'\'(110-132]\'','Very frequently',Never,Never,Sometimes,Never,Rarely,Never,Never,Rarely,Never,Never,Never,Never,Never,Sometimes,Never,'\'(3-4]\'','\'(-inf-1]\'','\'(2-3]\'','\'(-inf-1]\'',Improve
'\'(19.6-24.4]\'','YouTube Music','\'(-inf-1.4]\'',No,No,No,Pop,Yes,No,'\'(66-88]\'',Rarely,Never,Never,Rarely,Never,Never,Never,Never,Never,Rarely,Rarely,'Very frequently',Never,Never,Sometimes,Never,'\'(2-3]\'','\'(4-5]\'','\'(2-3]\'','\'(-inf-1]\'',Improve
'\'(14.8-19.6]\'',Spotify,'\'(4.2-5.6]\'',Yes,Yes,No,Rock,Yes,No,'\'(132-154]\'',Sometimes,Rarely,Never,Never,Never,Rarely,Sometimes,Never,Never,Never,'Very frequently',Sometimes,Sometimes,Rarely,'Very frequently',Never,'\'(1-2]\'','\'(1-2]\'','\'(-inf-1]\'','\'(5-6]\'',Improve
'\'(14.8-19.6]\'','Other streaming service','\'(4.2-5.6]\'',Yes,No,No,EDM,Yes,Yes,'\'(88-110]\'',Rarely,Never,'Very frequently',Sometimes,Never,Sometimes,Rarely,Never,Sometimes,'Very frequently','Very frequently',Rarely,Never,'Very frequently',Sometimes,Rarely,'\'(-inf-1]\'','\'(-inf-1]\'','\'(2-3]\'','\'(4-5]\'',Improve
'\'(19.6-24.4]\'',Spotify,'\'(2.8-4.2]\'',Yes,No,No,Metal,Yes,Yes,'\'(110-132]\'',Rarely,Sometimes,Sometimes,Never,Never,Sometimes,Never,Rarely,Never,Sometimes,'Very frequently','Very frequently','Very frequently','Very frequently','Very frequently',Rarely,'\'(6-inf)\'','\'(6-inf)\'','\'(5-6]\'','\'(1-2]\'',Improve
'\'(19.6-24.4]\'','I do not use a streaming service.','\'(7-8.4]\'',Yes,No,Yes,'Video game music',Yes,No,'\'(110-132]\'',Sometimes,Rarely,'Very frequently',Rarely,Rarely,'Very frequently','Very frequently',Rarely,Rarely,'Very frequently','Very frequently',Rarely,Rarely,Sometimes,'Very frequently','Very frequently','\'(5-6]\'','\'(3-4]\'','\'(7-8]\'','\'(7-8]\'',Improve
'\'(19.6-24.4]\'','Other streaming service','\'(-inf-1.4]\'',No,No,No,Rock,No,No,'\'(132-154]\'',Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Rarely,'Very frequently',Rarely,Never,'Very frequently',Rarely,'\'(4-5]\'','\'(5-6]\'','\'(7-8]\'','\'(1-2]\'',Improve
'\'(14.8-19.6]\'',Spotify,'\'(2.8-4.2]\'',No,No,No,'Video game music',No,No,'\'(66-88]\'',Rarely,Rarely,Sometimes,Rarely,Rarely,Sometimes,Rarely,Never,Never,'Very frequently',Rarely,'Very frequently',Never,Never,'Very frequently','Very frequently','\'(5-6]\'','\'(5-6]\'','\'(1-2]\'','\'(5-6]\'','No effect'
'\'(14.8-19.6]\'',Spotify,'\'(5.6-7]\'',Yes,No,No,'Hip hop',No,Yes,'\'(66-88]\'',Never,Never,Rarely,Never,Rarely,'Very frequently',Never,Never,Never,Rarely,Rarely,Rarely,Rarely,'Very frequently',Rarely,Rarely,'\'(6-inf)\'','\'(6-inf)\'','\'(2-3]\'','\'(3-4]\'',Improve
'\'(19.6-24.4]\'','I do not use a streaming service.','\'(1.4-2.8]\'',No,Yes,Yes,'Video game music',No,Yes,'\'(44-66]\'','Very frequently',Never,Never,Rarely,Rarely,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,'Very frequently','\'(6-inf)\'','\'(3-4]\'','\'(2-3]\'','\'(2-3]\'',Worsen
'\'(-inf-14.8]\'',Spotify,'\'(2.8-4.2]\'',Yes,Yes,Yes,'Video game music',Yes,Yes,'\'(66-88]\'',Sometimes,Never,Sometimes,Rarely,Never,Rarely,Sometimes,Sometimes,Never,'Very frequently',Never,Sometimes,Rarely,Rarely,Never,'Very frequently','\'(6-inf)\'','\'(5-6]\'','\'(4-5]\'','\'(6-7]\'',Improve
'\'(19.6-24.4]\'',Spotify,'\'(2.8-4.2]\'',Yes,No,No,Metal,Yes,Yes,'\'(132-154]\'',Sometimes,Rarely,Never,Rarely,Rarely,Rarely,Never,Never,Never,Never,'Very frequently',Sometimes,Rarely,Rarely,'Very frequently',Never,'\'(6-inf)\'','\'(6-inf)\'','\'(6-7]\'','\'(6-7]\'',Improve
'\'(-inf-14.8]\'','Other streaming service','\'(8.4-inf)\'',Yes,No,Yes,'Video game music',No,No,'\'(88-110]\'',Rarely,Never,Sometimes,Never,Never,Sometimes,Rarely,Never,Never,'Very frequently',Sometimes,Never,Never,Sometimes,Rarely,'Very frequently','\'(4-5]\'','\'(1-2]\'','\'(4-5]\'','\'(-inf-1]\'',Improve
'\'(19.6-24.4]\'',Spotify,'\'(1.4-2.8]\'',Yes,Yes,Yes,Rock,Yes,No,'\'(132-154]\'','Very frequently',Never,Rarely,Rarely,Never,Sometimes,Sometimes,Never,Rarely,Rarely,Rarely,Sometimes,Sometimes,Sometimes,'Very frequently',Sometimes,'\'(5-6]\'','\'(6-inf)\'','\'(3-4]\'','\'(1-2]\'','No effect'
'\'(24.4-29.2]\'','Apple Music','\'(1.4-2.8]\'',Yes,No,No,Rock,No,No,'\'(110-132]\'',Rarely,Never,Never,Rarely,Never,Never,Sometimes,Rarely,Never,Sometimes,Rarely,Sometimes,Rarely,Never,'Very frequently',Rarely,'\'(6-inf)\'','\'(4-5]\'','\'(1-2]\'','\'(-inf-1]\'','No effect'
'\'(19.6-24.4]\'',Spotify,'\'(5.6-7]\'',Yes,No,No,Jazz,Yes,Yes,'\'(132-154]\'',Sometimes,Rarely,'Very frequently',Rarely,Rarely,Rarely,'Very frequently',Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,'Very frequently',Sometimes,'\'(6-inf)\'','\'(6-inf)\'','\'(6-7]\'','\'(-inf-1]\'',Improve
'\'(24.4-29.2]\'',Spotify,'\'(-inf-1.4]\'',Yes,Yes,No,Rock,Yes,Yes,'\'(132-154]\'',Rarely,Never,'Very frequently',Never,Never,Rarely,Never,Rarely,Never,Never,Rarely,Sometimes,Rarely,Rarely,'Very frequently',Sometimes,'\'(6-inf)\'','\'(1-2]\'','\'(-inf-1]\'','\'(-inf-1]\'',Improve
'\'(24.4-29.2]\'',Spotify,'\'(1.4-2.8]\'',Yes,Yes,Yes,Pop,Yes,Yes,'\'(88-110]\'',Sometimes,Rarely,'Very frequently',Never,Never,Sometimes,'Very frequently','Very frequently',Sometimes,Sometimes,Sometimes,'Very frequently','Very frequently',Rarely,Sometimes,Sometimes,'\'(6-inf)\'','\'(6-inf)\'','\'(6-7]\'','\'(4-5]\'',Improve
'\'(14.8-19.6]\'',Spotify,'\'(4.2-5.6]\'',Yes,No,No,Rock,Yes,Yes,'\'(110-132]\'',Rarely,Never,Rarely,Rarely,Never,Rarely,Never,Rarely,Never,Rarely,Sometimes,'Very frequently',Rarely,Sometimes,'Very frequently','Very frequently','\'(6-inf)\'','\'(6-inf)\'','\'(7-8]\'','\'(5-6]\'',Improve
'\'(14.8-19.6]\'','Apple Music','\'(2.8-4.2]\'',Yes,Yes,Yes,Pop,Yes,No,'\'(110-132]\'',Rarely,Rarely,Never,Sometimes,Never,Sometimes,'Very frequently',Never,Rarely,Never,Sometimes,'Very frequently','Very frequently','Very frequently','Very frequently',Never,'\'(6-inf)\'','\'(6-inf)\'','\'(8-9]\'','\'(1-2]\'',Improve
'\'(19.6-24.4]\'','Other streaming service','\'(4.2-5.6]\'',Yes,No,No,Rock,No,Yes,'\'(110-132]\'',Sometimes,Rarely,Never,Sometimes,Rarely,Sometimes,Rarely,Rarely,Never,Rarely,Sometimes,Sometimes,Rarely,Sometimes,'Very frequently',Sometimes,'\'(5-6]\'','\'(-inf-1]\'','\'(7-8]\'','\'(3-4]\'','No effect'
'\'(38.8-43.6]\'','Other streaming service','\'(2.8-4.2]\'',Yes,No,No,Rock,Yes,Yes,'\'(154-inf)\'',Sometimes,Never,Never,Never,Never,Never,Rarely,Never,Never,Rarely,Sometimes,Sometimes,Rarely,Never,Sometimes,Never,'\'(-inf-1]\'','\'(3-4]\'','\'(3-4]\'','\'(-inf-1]\'',Improve
'\'(14.8-19.6]\'',Spotify,'\'(-inf-1.4]\'',No,No,No,Pop,Yes,No,'\'(88-110]\'',Rarely,Rarely,Never,Rarely,Rarely,Sometimes,Never,Never,Never,Never,Never,'Very frequently',Rarely,Sometimes,Sometimes,Rarely,'\'(2-3]\'','\'(1-2]\'','\'(-inf-1]\'','\'(-inf-1]\'','No effect'
'\'(14.8-19.6]\'',Spotify,'\'(1.4-2.8]\'',No,Yes,Yes,Metal,Yes,No,'\'(88-110]\'',Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Rarely,'Very frequently',Never,Never,Rarely,'Very frequently',Sometimes,'\'(4-5]\'','\'(2-3]\'','\'(2-3]\'','\'(-inf-1]\'',Improve
